KCLMUCWAW050120190200,MUC,Munich,WAW,Warsaw,050120190200
KCLATHCDG121220180700,ATH,Athens,CDG,Paris,121220180700
KCLOTPWAW090120190500,OTP,Bucharest,WAW,Warsaw,090120190500
KCLCDGATH070120190300,CDG,Paris,ATH,Athens,070120190300
KCLEDIMXP050120190300,EDI,Edimburgh,MXP,Milan,050120190300
KCLCDGLGW151220180800,CDG,Paris,LGW,London,151220180800
KCLMOWMAD040120190100,MOW,Moscow,MAD,Madrid,040120190100
KCLMXPCDG010120190800,MXP,Milan,CDG,Paris,010120190800
KCLMXPMAD241220180600,MXP,Milan,MAD,Madrid,241220180600
KCLOTPEDI301220180900,OTP,Bucharest,EDI,Edimburgh,301220180900
KCLEDIATH301220180900,EDI,Edimburgh,ATH,Athens,301220180900
KCLOTPATH311220180100,OTP,Bucharest,ATH,Athens,311220180100
KCLEDIMXP301220180200,EDI,Edimburgh,MXP,Milan,301220180200
KCLMUCLGW301220180100,MUC,Munich,LGW,London,301220180100
KCLATHMXP311220180400,ATH,Athens,MXP,Milan,311220180400
KCLMUCMOW070120190600,MUC,Munich,MOW,Moscow,070120190600
KCLMADMOW211220180500,MAD,Madrid,MOW,Moscow,211220180500
KCLMADEDI221220180500,MAD,Madrid,EDI,Edimburgh,221220180500
KCLMUCEDI291220180800,MUC,Munich,EDI,Edimburgh,291220180800
KCLOTPCDG241220180600,OTP,Bucharest,CDG,Paris,241220180600
KCLMADATH311220180500,MAD,Madrid,ATH,Athens,311220180500
KCLLGWATH231220180700,LGW,London,ATH,Athens,231220180700
KCLATHMUC020120190500,ATH,Athens,MUC,Munich,020120190500
KCLLGWATH010120191200,LGW,London,ATH,Athens,010120191200
KCLMUCCDG201220180400,MUC,Munich,CDG,Paris,201220180400
KCLLGWATH251220180300,LGW,London,ATH,Athens,251220180300
KCLEDIMOW141220180400,EDI,Edimburgh,MOW,Moscow,141220180400
KCLCDGATH251220180100,CDG,Paris,ATH,Athens,251220180100
KCLMOWATH231220180500,MOW,Moscow,ATH,Athens,231220180500
KCLWAWLGW211220180500,WAW,Warsaw,LGW,London,211220180500
KCLMUCOTP020120190700,MUC,Munich,OTP,Bucharest,020120190700
KCLCDGMOW231220180100,CDG,Paris,MOW,Moscow,231220180100
KCLLGWOTP070120190500,LGW,London,OTP,Bucharest,070120190500
KCLLGWWAW251220180600,LGW,London,WAW,Warsaw,251220180600
KCLOTPMAD211220180500,OTP,Bucharest,MAD,Madrid,211220180500
KCLOTPEDI151220181200,OTP,Bucharest,EDI,Edimburgh,151220181200
KCLATHMAD131220180900,ATH,Athens,MAD,Madrid,131220180900
KCLCDGWAW261220180500,CDG,Paris,WAW,Warsaw,261220180500
KCLCDGMUC050120190400,CDG,Paris,MUC,Munich,050120190400
KCLOTPEDI241220180400,OTP,Bucharest,EDI,Edimburgh,241220180400
KCLMXPOTP221220180600,MXP,Milan,OTP,Bucharest,221220180600
KCLWAWOTP251220180200,WAW,Warsaw,OTP,Bucharest,251220180200
KCLATHWAW211220181200,ATH,Athens,WAW,Warsaw,211220181200
KCLWAWEDI070120190400,WAW,Warsaw,EDI,Edimburgh,070120190400
KCLLGWMXP111220180300,LGW,London,MXP,Milan,111220180300
KCLMADMUC050120190900,MAD,Madrid,MUC,Munich,050120190900
KCLWAWATH231220180200,WAW,Warsaw,ATH,Athens,231220180200
KCLWAWMUC291220180400,WAW,Warsaw,MUC,Munich,291220180400
KCLMOWMXP020120190700,MOW,Moscow,MXP,Milan,020120190700
KCLLGWATH221220180600,LGW,London,ATH,Athens,221220180600
KCLMADWAW301220181200,MAD,Madrid,WAW,Warsaw,301220181200
KCLATHCDG161220180400,ATH,Athens,CDG,Paris,161220180400
KCLMOWEDI151220180500,MOW,Moscow,EDI,Edimburgh,151220180500
KCLEDIMAD191220180400,EDI,Edimburgh,MAD,Madrid,191220180400
KCLLGWMXP221220180900,LGW,London,MXP,Milan,221220180900
KCLOTPATH301220181200,OTP,Bucharest,ATH,Athens,301220181200
KCLMADWAW231220180700,MAD,Madrid,WAW,Warsaw,231220180700
KCLATHMAD161220180600,ATH,Athens,MAD,Madrid,161220180600
KCLMUCLGW311220180100,MUC,Munich,LGW,London,311220180100
KCLMXPMAD191220180100,MXP,Milan,MAD,Madrid,191220180100
KCLMUCCDG070120190200,MUC,Munich,CDG,Paris,070120190200
KCLMUCEDI171220180700,MUC,Munich,EDI,Edimburgh,171220180700
KCLWAWEDI201220180700,WAW,Warsaw,EDI,Edimburgh,201220180700
KCLATHLGW251220180300,ATH,Athens,LGW,London,251220180300
KCLMUCMXP101220180300,MUC,Munich,MXP,Milan,101220180300
KCLMUCLGW080120190100,MUC,Munich,LGW,London,080120190100
KCLMOWATH241220180100,MOW,Moscow,ATH,Athens,241220180100
KCLATHLGW111220180700,ATH,Athens,LGW,London,111220180700
KCLMXPCDG060120190500,MXP,Milan,CDG,Paris,060120190500
KCLOTPWAW020120190500,OTP,Bucharest,WAW,Warsaw,020120190500
KCLCDGATH010120190400,CDG,Paris,ATH,Athens,010120190400
KCLMOWCDG241220180600,MOW,Moscow,CDG,Paris,241220180600
KCLMXPMUC070120190600,MXP,Milan,MUC,Munich,070120190600
KCLMOWEDI201220181200,MOW,Moscow,EDI,Edimburgh,201220181200
KCLMUCWAW181220180900,MUC,Munich,WAW,Warsaw,181220180900
KCLMXPWAW251220180100,MXP,Milan,WAW,Warsaw,251220180100
KCLMXPATH311220180300,MXP,Milan,ATH,Athens,311220180300
KCLATHMAD030120190800,ATH,Athens,MAD,Madrid,030120190800
KCLCDGMOW131220180100,CDG,Paris,MOW,Moscow,131220180100
KCLCDGOTP121220180800,CDG,Paris,OTP,Bucharest,121220180800
KCLLGWEDI231220180300,LGW,London,EDI,Edimburgh,231220180300
KCLOTPATH181220180600,OTP,Bucharest,ATH,Athens,181220180600
KCLMOWEDI070120190400,MOW,Moscow,EDI,Edimburgh,070120190400
KCLWAWATH030120190300,WAW,Warsaw,ATH,Athens,030120190300
KCLMADCDG010120190400,MAD,Madrid,CDG,Paris,010120190400
KCLWAWATH181220180700,WAW,Warsaw,ATH,Athens,181220180700
KCLATHOTP231220180200,ATH,Athens,OTP,Bucharest,231220180200
KCLOTPEDI181220180400,OTP,Bucharest,EDI,Edimburgh,181220180400
KCLMUCMAD171220180900,MUC,Munich,MAD,Madrid,171220180900
KCLMXPLGW010120190600,MXP,Milan,LGW,London,010120190600
KCLEDIOTP221220180500,EDI,Edimburgh,OTP,Bucharest,221220180500
KCLWAWCDG020120190900,WAW,Warsaw,CDG,Paris,020120190900
KCLWAWEDI161220180700,WAW,Warsaw,EDI,Edimburgh,161220180700
KCLMOWLGW191220180600,MOW,Moscow,LGW,London,191220180600
KCLEDICDG101220180300,EDI,Edimburgh,CDG,Paris,101220180300
KCLMUCWAW261220180100,MUC,Munich,WAW,Warsaw,261220180100
KCLCDGMOW080120190900,CDG,Paris,MOW,Moscow,080120190900
KCLATHEDI161220180800,ATH,Athens,EDI,Edimburgh,161220180800
KCLMOWWAW101220180100,MOW,Moscow,WAW,Warsaw,101220180100
KCLOTPMAD010120190400,OTP,Bucharest,MAD,Madrid,010120190400
KCLLGWWAW161220180500,LGW,London,WAW,Warsaw,161220180500
KCLMADMOW020120190300,MAD,Madrid,MOW,Moscow,020120190300
KCLATHMXP171220180200,ATH,Athens,MXP,Milan,171220180200
KCLCDGMXP261220180100,CDG,Paris,MXP,Milan,261220180100
KCLATHOTP111220180300,ATH,Athens,OTP,Bucharest,111220180300
KCLMUCATH271220180800,MUC,Munich,ATH,Athens,271220180800
KCLMADOTP261220180400,MAD,Madrid,OTP,Bucharest,261220180400
KCLCDGEDI171220180700,CDG,Paris,EDI,Edimburgh,171220180700
KCLEDIMXP241220180100,EDI,Edimburgh,MXP,Milan,241220180100
KCLMOWLGW111220180700,MOW,Moscow,LGW,London,111220180700
KCLEDIMAD121220180400,EDI,Edimburgh,MAD,Madrid,121220180400
KCLMOWMAD261220180100,MOW,Moscow,MAD,Madrid,261220180100
KCLATHWAW111220180200,ATH,Athens,WAW,Warsaw,111220180200
KCLMADWAW281220181200,MAD,Madrid,WAW,Warsaw,281220181200
KCLMUCOTP291220180700,MUC,Munich,OTP,Bucharest,291220180700
KCLCDGEDI070120190600,CDG,Paris,EDI,Edimburgh,070120190600
KCLEDILGW221220180600,EDI,Edimburgh,LGW,London,221220180600
KCLMADOTP311220180300,MAD,Madrid,OTP,Bucharest,311220180300
KCLMOWMXP010120190200,MOW,Moscow,MXP,Milan,010120190200
KCLATHOTP050120190400,ATH,Athens,OTP,Bucharest,050120190400
KCLCDGMAD291220180300,CDG,Paris,MAD,Madrid,291220180300
KCLATHMUC010120190800,ATH,Athens,MUC,Munich,010120190800
KCLEDIATH171220180900,EDI,Edimburgh,ATH,Athens,171220180900
KCLLGWMOW171220180500,LGW,London,MOW,Moscow,171220180500
KCLLGWMAD251220180700,LGW,London,MAD,Madrid,251220180700
KCLWAWMUC101220180500,WAW,Warsaw,MUC,Munich,101220180500
KCLLGWATH101220180700,LGW,London,ATH,Athens,101220180700
KCLATHCDG030120190900,ATH,Athens,CDG,Paris,030120190900
KCLCDGLGW161220180800,CDG,Paris,LGW,London,161220180800
KCLOTPCDG040120190500,OTP,Bucharest,CDG,Paris,040120190500
KCLOTPCDG010120190300,OTP,Bucharest,CDG,Paris,010120190300
KCLCDGLGW311220180200,CDG,Paris,LGW,London,311220180200
KCLATHWAW241220180300,ATH,Athens,WAW,Warsaw,241220180300
KCLMXPEDI271220180300,MXP,Milan,EDI,Edimburgh,271220180300
KCLEDIWAW111220180700,EDI,Edimburgh,WAW,Warsaw,111220180700
KCLMOWMAD060120191200,MOW,Moscow,MAD,Madrid,060120191200
KCLMXPCDG030120190700,MXP,Milan,CDG,Paris,030120190700
KCLOTPWAW101220180800,OTP,Bucharest,WAW,Warsaw,101220180800
KCLMUCEDI181220180400,MUC,Munich,EDI,Edimburgh,181220180400
KCLATHWAW281220180800,ATH,Athens,WAW,Warsaw,281220180800
KCLMUCEDI090120191200,MUC,Munich,EDI,Edimburgh,090120191200
KCLLGWMUC231220180400,LGW,London,MUC,Munich,231220180400
KCLLGWMAD241220180500,LGW,London,MAD,Madrid,241220180500
KCLMOWLGW261220180100,MOW,Moscow,LGW,London,261220180100
KCLEDIATH231220180900,EDI,Edimburgh,ATH,Athens,231220180900
KCLMUCEDI211220181200,MUC,Munich,EDI,Edimburgh,211220181200
KCLMOWWAW211220181200,MOW,Moscow,WAW,Warsaw,211220181200
KCLMADWAW111220181200,MAD,Madrid,WAW,Warsaw,111220181200
KCLMADOTP201220180600,MAD,Madrid,OTP,Bucharest,201220180600
KCLOTPLGW221220180500,OTP,Bucharest,LGW,London,221220180500
KCLMUCLGW201220180800,MUC,Munich,LGW,London,201220180800
KCLLGWWAW090120190900,LGW,London,WAW,Warsaw,090120190900
KCLCDGMAD171220181200,CDG,Paris,MAD,Madrid,171220181200
KCLMXPMAD141220181200,MXP,Milan,MAD,Madrid,141220181200
KCLWAWCDG121220180500,WAW,Warsaw,CDG,Paris,121220180500
KCLWAWOTP171220181200,WAW,Warsaw,OTP,Bucharest,171220181200
KCLATHMAD301220180600,ATH,Athens,MAD,Madrid,301220180600
KCLMUCEDI010120190100,MUC,Munich,EDI,Edimburgh,010120190100
KCLCDGEDI020120190300,CDG,Paris,EDI,Edimburgh,020120190300
KCLMOWWAW181220180500,MOW,Moscow,WAW,Warsaw,181220180500
KCLWAWOTP050120191200,WAW,Warsaw,OTP,Bucharest,050120191200
KCLATHMUC181220180700,ATH,Athens,MUC,Munich,181220180700
KCLEDIMOW231220180700,EDI,Edimburgh,MOW,Moscow,231220180700
KCLMXPATH040120190800,MXP,Milan,ATH,Athens,040120190800
KCLMXPEDI221220180200,MXP,Milan,EDI,Edimburgh,221220180200
KCLMUCMOW090120190300,MUC,Munich,MOW,Moscow,090120190300
KCLMOWCDG211220180600,MOW,Moscow,CDG,Paris,211220180600
KCLATHWAW151220180800,ATH,Athens,WAW,Warsaw,151220180800
KCLMUCWAW271220180900,MUC,Munich,WAW,Warsaw,271220180900
KCLLGWOTP221220180200,LGW,London,OTP,Bucharest,221220180200
KCLCDGMAD090120190900,CDG,Paris,MAD,Madrid,090120190900
KCLEDIMXP311220180200,EDI,Edimburgh,MXP,Milan,311220180200
KCLMXPOTP151220180400,MXP,Milan,OTP,Bucharest,151220180400
KCLMADCDG050120190400,MAD,Madrid,CDG,Paris,050120190400
KCLMOWOTP060120190900,MOW,Moscow,OTP,Bucharest,060120190900
KCLOTPCDG281220180500,OTP,Bucharest,CDG,Paris,281220180500
KCLMXPOTP161220180600,MXP,Milan,OTP,Bucharest,161220180600
KCLMADMUC111220180600,MAD,Madrid,MUC,Munich,111220180600
KCLMXPLGW050120190700,MXP,Milan,LGW,London,050120190700
KCLCDGMAD311220180800,CDG,Paris,MAD,Madrid,311220180800
KCLATHMAD080120190700,ATH,Athens,MAD,Madrid,080120190700
KCLMADCDG101220180400,MAD,Madrid,CDG,Paris,101220180400
KCLWAWATH080120190200,WAW,Warsaw,ATH,Athens,080120190200
KCLMUCEDI121220180800,MUC,Munich,EDI,Edimburgh,121220180800
KCLMUCLGW010120190400,MUC,Munich,LGW,London,010120190400
KCLOTPWAW010120190400,OTP,Bucharest,WAW,Warsaw,010120190400
KCLCDGEDI311220180400,CDG,Paris,EDI,Edimburgh,311220180400
KCLOTPATH191220180900,OTP,Bucharest,ATH,Athens,191220180900
KCLMOWCDG010120191200,MOW,Moscow,CDG,Paris,010120191200
KCLLGWWAW191220180700,LGW,London,WAW,Warsaw,191220180700
KCLCDGLGW101220180300,CDG,Paris,LGW,London,101220180300
KCLMOWLGW101220180500,MOW,Moscow,LGW,London,101220180500
KCLMUCMAD211220180300,MUC,Munich,MAD,Madrid,211220180300
KCLWAWATH311220180600,WAW,Warsaw,ATH,Athens,311220180600
KCLMUCMXP080120190600,MUC,Munich,MXP,Milan,080120190600
KCLCDGMOW261220180800,CDG,Paris,MOW,Moscow,261220180800
KCLATHMOW090120190900,ATH,Athens,MOW,Moscow,090120190900
KCLMOWWAW161220180600,MOW,Moscow,WAW,Warsaw,161220180600
KCLMADATH141220180300,MAD,Madrid,ATH,Athens,141220180300
KCLLGWMOW271220180500,LGW,London,MOW,Moscow,271220180500
KCLMXPOTP030120190100,MXP,Milan,OTP,Bucharest,030120190100
KCLWAWOTP070120190900,WAW,Warsaw,OTP,Bucharest,070120190900
KCLATHCDG181220180500,ATH,Athens,CDG,Paris,181220180500
KCLLGWEDI010120190900,LGW,London,EDI,Edimburgh,010120190900
KCLATHCDG261220180300,ATH,Athens,CDG,Paris,261220180300
KCLEDICDG121220180400,EDI,Edimburgh,CDG,Paris,121220180400
KCLCDGOTP101220180600,CDG,Paris,OTP,Bucharest,101220180600
KCLMOWMUC141220180500,MOW,Moscow,MUC,Munich,141220180500
KCLLGWMUC251220180600,LGW,London,MUC,Munich,251220180600
KCLMXPMOW191220180100,MXP,Milan,MOW,Moscow,191220180100
KCLATHWAW311220180100,ATH,Athens,WAW,Warsaw,311220180100
KCLATHOTP221220180500,ATH,Athens,OTP,Bucharest,221220180500
KCLLGWWAW010120190800,LGW,London,WAW,Warsaw,010120190800
KCLCDGMOW090120191200,CDG,Paris,MOW,Moscow,090120191200
KCLOTPMAD080120190100,OTP,Bucharest,MAD,Madrid,080120190100
KCLATHEDI080120190200,ATH,Athens,EDI,Edimburgh,080120190200
KCLCDGATH221220180100,CDG,Paris,ATH,Athens,221220180100
KCLMADOTP080120190700,MAD,Madrid,OTP,Bucharest,080120190700
KCLCDGEDI141220180800,CDG,Paris,EDI,Edimburgh,141220180800
KCLMUCATH121220181200,MUC,Munich,ATH,Athens,121220181200
KCLOTPMOW281220180400,OTP,Bucharest,MOW,Moscow,281220180400
KCLEDIOTP141220180600,EDI,Edimburgh,OTP,Bucharest,141220180600
KCLMXPCDG291220180200,MXP,Milan,CDG,Paris,291220180200
KCLMADMUC090120190700,MAD,Madrid,MUC,Munich,090120190700
KCLEDIMOW311220181200,EDI,Edimburgh,MOW,Moscow,311220181200
KCLMOWLGW070120190600,MOW,Moscow,LGW,London,070120190600
KCLMUCMOW131220180900,MUC,Munich,MOW,Moscow,131220180900
KCLOTPWAW301220180100,OTP,Bucharest,WAW,Warsaw,301220180100
KCLOTPWAW121220180400,OTP,Bucharest,WAW,Warsaw,121220180400
KCLMADOTP241220180400,MAD,Madrid,OTP,Bucharest,241220180400
KCLMUCMAD161220180600,MUC,Munich,MAD,Madrid,161220180600
KCLATHMOW141220181200,ATH,Athens,MOW,Moscow,141220181200
KCLMADEDI040120190500,MAD,Madrid,EDI,Edimburgh,040120190500
KCLMXPWAW020120191200,MXP,Milan,WAW,Warsaw,020120191200
KCLMOWWAW291220180800,MOW,Moscow,WAW,Warsaw,291220180800
KCLMOWCDG261220180900,MOW,Moscow,CDG,Paris,261220180900
KCLMXPMUC060120190400,MXP,Milan,MUC,Munich,060120190400
KCLMADCDG241220180500,MAD,Madrid,CDG,Paris,241220180500
KCLATHLGW080120190700,ATH,Athens,LGW,London,080120190700
KCLMOWATH060120190600,MOW,Moscow,ATH,Athens,060120190600
KCLCDGWAW131220180400,CDG,Paris,WAW,Warsaw,131220180400
KCLMUCWAW151220180200,MUC,Munich,WAW,Warsaw,151220180200
KCLMUCCDG181220180200,MUC,Munich,CDG,Paris,181220180200
KCLWAWMUC251220180300,WAW,Warsaw,MUC,Munich,251220180300
KCLMOWLGW141220180500,MOW,Moscow,LGW,London,141220180500
KCLWAWATH201220180500,WAW,Warsaw,ATH,Athens,201220180500
KCLMXPMUC090120191200,MXP,Milan,MUC,Munich,090120191200
KCLATHOTP030120190200,ATH,Athens,OTP,Bucharest,030120190200
KCLMOWLGW211220180600,MOW,Moscow,LGW,London,211220180600
KCLLGWEDI151220180200,LGW,London,EDI,Edimburgh,151220180200
KCLMUCMOW301220180500,MUC,Munich,MOW,Moscow,301220180500
KCLCDGMOW251220181200,CDG,Paris,MOW,Moscow,251220181200
KCLLGWMOW221220180700,LGW,London,MOW,Moscow,221220180700
KCLEDIWAW040120190200,EDI,Edimburgh,WAW,Warsaw,040120190200
KCLWAWMAD201220181200,WAW,Warsaw,MAD,Madrid,201220181200
KCLMADATH271220180500,MAD,Madrid,ATH,Athens,271220180500
KCLMUCOTP281220180900,MUC,Munich,OTP,Bucharest,281220180900
KCLOTPLGW291220180900,OTP,Bucharest,LGW,London,291220180900
KCLWAWEDI221220180100,WAW,Warsaw,EDI,Edimburgh,221220180100
KCLMXPCDG281220180200,MXP,Milan,CDG,Paris,281220180200
KCLCDGOTP020120191200,CDG,Paris,OTP,Bucharest,020120191200
KCLCDGMAD030120190800,CDG,Paris,MAD,Madrid,030120190800
KCLLGWWAW101220180800,LGW,London,WAW,Warsaw,101220180800
KCLMOWCDG161220181200,MOW,Moscow,CDG,Paris,161220181200
KCLLGWEDI181220180100,LGW,London,EDI,Edimburgh,181220180100
KCLLGWWAW151220180100,LGW,London,WAW,Warsaw,151220180100
KCLMUCMOW060120190600,MUC,Munich,MOW,Moscow,060120190600
KCLMUCMXP191220180900,MUC,Munich,MXP,Milan,191220180900
KCLLGWEDI090120190700,LGW,London,EDI,Edimburgh,090120190700
KCLLGWMUC281220180200,LGW,London,MUC,Munich,281220180200
KCLMADMUC131220180800,MAD,Madrid,MUC,Munich,131220180800
KCLCDGMUC211220180900,CDG,Paris,MUC,Munich,211220180900
KCLWAWCDG291220180700,WAW,Warsaw,CDG,Paris,291220180700
KCLEDILGW241220180100,EDI,Edimburgh,LGW,London,241220180100
KCLMXPOTP231220180700,MXP,Milan,OTP,Bucharest,231220180700
KCLMXPWAW311220180300,MXP,Milan,WAW,Warsaw,311220180300
